Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
191,KHAN MOHAMMAD BASHEER,IND,0,Not Given,58,"Rs 4,75,000",Rs 0,MAHARASHTRA
,,,,,,~ 4 Lacs+,~ ,MAHARASHTRA
192,KHAN MOHD. MERAZ,IND,0,5th Pass,35,"Rs 10,000",Rs 0,MAHARASHTRA
,,,,,,~ 10 Thou+,~ ,MAHARASHTRA
193,KHAN RAIS AHMAD,National Loktantrik Party,0,Graduate,36,"Rs 5,28,000",Rs 0,MAHARASHTRA
,,,,,,~ 5 Lacs+,~ ,MAHARASHTRA
194,KHARE JAYAWANT MAHADEV,LRP,0,12th Pass,48,"Rs 7,55,000",Rs 0,MAHARASHTRA
,,,,,,~ 7 Lacs+,~ ,MAHARASHTRA
195,KHARTAD LOMESH MAROTI,IND,0,10th Pass,50,"Rs 13,000",Rs 0,MAHARASHTRA
,,,,,,~ 13 Thou+,~ ,MAHARASHTRA
196,KHATAKE BAJARANG SUBHEDAR,RSPS,0,12th Pass,38,"Rs 37,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 37 Lacs+,~ ,MAHARASHTRA
197,KHATGAONKAR BHASKARRAO BAPURAO,INC,0,Graduate,60,"Rs 4,38,13,970","Rs 12,76,000",MAHARASHTRA
,,,,,,~ 4 Crore+,~ 12 Lacs+,MAHARASHTRA
198,KHULE DATTATRAYA NIVRUTTI,IND,0,Literate,41,"Rs 8,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 8 Lacs+,~ ,MAHARASHTRA
199,KIRIT SOMAIYA,BJP,6,Graduate Professional,50,"Rs 2,25,09,249","Rs 30,565",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 30 Thou+,MAHARASHTRA
200,KIRVALE PRAMOD SOMNATH,IND,0,Literate,26,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
201,KISHORBHAU TIWARI,SP,4,Graduate Professional,45,"Rs 33,54,561","Rs 2,65,000",MAHARASHTRA
,,,,,,~ 33 Lacs+,~ 2 Lacs+,MAHARASHTRA
202,KOLEKAR BALASAHEB BAPURAO,RSPS,0,12th Pass,46,"Rs 1,45,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
203,KOLSE ASHOK EKNATH,IND,0,10th Pass,45,"Rs 7,91,000","Rs 50,000",MAHARASHTRA
,,,,,,~ 7 Lacs+,~ 50 Thou+,MAHARASHTRA
204,KRANTIVEER NAGNATH(ANNA) RAMCHANDRA NAIKWADI,SP,0,Literate,81,"Rs 2,80,693",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
205,KRISHNAN K. K.,IND,0,10th Pass,73,"Rs 54,19,867",Rs 0,MAHARASHTRA
,,,,,,~ 54 Lacs+,~ ,MAHARASHTRA
206,KSHIRSAGAR NAGNATH DATTATRAY,BJP,0,Literate,52,"Rs 36,19,786","Rs 10,39,792",MAHARASHTRA
,,,,,,~ 36 Lacs+,~ 10 Lacs+,MAHARASHTRA
207,KUDALE VIVEK ANANT,BSP,0,10th Pass,35,"Rs 3,69,59,500","Rs 17,00,000",MAHARASHTRA
,,,,,,~ 3 Crore+,~ 17 Lacs+,MAHARASHTRA
208,KUMBHEKAR DAMADU NAGORAO,IND,0,Literate,49,"Rs 60,000",Rs 0,MAHARASHTRA
,,,,,,~ 60 Thou+,~ ,MAHARASHTRA
209,KUNDLIK NAMDEO THORE,BSP,1,12th Pass,48,"Rs 12,04,500","Rs 5,00,000",MAHARASHTRA
,,,,,,~ 12 Lacs+,~ 5 Lacs+,MAHARASHTRA
210,KURVE SIDDARTHA ASARAM,IND,0,Post Graduate,49,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
211,LAHU HANUMANTRAO SHEWALE,LRP,0,10th Pass,38,"Rs 8,62,250",Rs 0,MAHARASHTRA
,,,,,,~ 8 Lacs+,~ ,MAHARASHTRA
212,LANDGE SANTOSH GOVIND,PRCP,0,10th Pass,34,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
213,LANKESHWAR KALYAN BHAGWAN,IND,0,Graduate,53,"Rs 8,70,000","Rs 8,00,000",MAHARASHTRA
,,,,,,~ 8 Lacs+,~ 8 Lacs+,MAHARASHTRA
214,LATA BHIKA BARDE,IND,0,Literate,37,"Rs 2,30,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
215,LAXMANRAO PANDURANG JADHAV (PATIL),NCP,0,10th Pass,66,"Rs 99,25,739","Rs 50,403",MAHARASHTRA
,,,,,,~ 99 Lacs+,~ 50 Thou+,MAHARASHTRA
216,LAXMANRAO TAYADE,INC,0,Post Graduate,63,"Rs 5,00,000","Rs 1,35,000",MAHARASHTRA
,,,,,,~ 5 Lacs+,~ 1 Lacs+,MAHARASHTRA
217,Madhavrao Haribhau Baorde,BSP,0,Graduate,52,"Rs 18,50,000","Rs 8,00,000",MAHARASHTRA
,,,,,,~ 18 Lacs+,~ 8 Lacs+,MAHARASHTRA
218,MAHADIK DHANANJAY BHIMRAO,SHS,0,Graduate,32,"Rs 7,76,51,000","Rs 1,80,95,000",MAHARASHTRA
,,,,,,~ 7 Crore+,~ 1 Crore+,MAHARASHTRA
219,MAHALE HARIBHAU SHANKAR,JD(S),0,Literate,66,"Rs 96,61,883","Rs 10,27,274",MAHARASHTRA
,,,,,,~ 96 Lacs+,~ 10 Lacs+,MAHARASHTRA
220,MAHANT SHRIRAMSWRUP DAS MAHARAJ AYODHYAWALE,ABHM,0,Literate,64,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
221,MAHESH GAJANAN KULKARNI,ABHM,0,Post Graduate,31,"Rs 68,903",Rs 0,MAHARASHTRA
,,,,,,~ 68 Thou+,~ ,MAHARASHTRA
222,MAHESH MADHUKAR SAWANT-PATEL,ABHM,0,10th Pass,40,"Rs 2,89,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
223,MANDLIK SADASHIVRAO DADOBA,NCP,2,Graduate,69,"Rs 88,42,586","Rs 9,86,985",MAHARASHTRA
,,,,,,~ 88 Lacs+,~ 9 Lacs+,MAHARASHTRA
224,MANE GAJANAN PANDURANG,IND,0,Not Given,49,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
225,MANE NIVEDITA SAMBHAJIRAO,NCP,0,Graduate,39,"Rs 79,13,845","Rs 3,87,564",MAHARASHTRA
,,,,,,~ 79 Lacs+,~ 3 Lacs+,MAHARASHTRA
226,MANE SUNITA ARVIND,IND,0,Literate,32,"Rs 77,900","Rs 25,000",MAHARASHTRA
,,,,,,~ 77 Thou+,~ 25 Thou+,MAHARASHTRA
227,MANKUMARE VASANT DNYANDEV,SHS,1,Literate,43,"Rs 78,01,718","Rs 8,53,606",MAHARASHTRA
,,,,,,~ 78 Lacs+,~ 8 Lacs+,MAHARASHTRA
228,MANOHAR ANANDRAO PATIL,IND,0,Not Given,38,"Rs 6,30,145",Rs 0,MAHARASHTRA
,,,,,,~ 6 Lacs+,~ ,MAHARASHTRA
229,MANOHAR GAJANAN JOSHI,SHS,0,Graduate Professional,66,"Rs 3,15,22,555",Rs 0,MAHARASHTRA
,,,,,,~ 3 Crore+,~ ,MAHARASHTRA
230,MIRZA ABDUL BAIG AMIR BAIG,IND,0,Literate,67,"Rs 1,76,558",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
231,MOHAMMED PATEL,IND,1,10th Pass,40,"Rs 40,000",Rs 0,MAHARASHTRA
,,,,,,~ 40 Thou+,~ ,MAHARASHTRA
232,MOHAN GOVIND PARAB,BSP,0,Literate,50,"Rs 25,000",Rs 0,MAHARASHTRA
,,,,,,~ 25 Thou+,~ ,MAHARASHTRA
233,MOHAN RAWALE,SHS,4,10th Pass,55,"Rs 55,89,646","Rs 1,45,918",MAHARASHTRA
,,,,,,~ 55 Lacs+,~ 1 Lacs+,MAHARASHTRA
234,MOHITE SUBODH BABURAO,SHS,4,Graduate Professional,42,"Rs 44,72,038",Rs 0,MAHARASHTRA
,,,,,,~ 44 Lacs+,~ ,MAHARASHTRA
235,MORE GANGADHAR LAKHAJI,IND,0,8th Pass,52,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
236,MUKUL BALKRUSHNA WASNIK,INC,0,Post Graduate,45,"Rs 7,66,968",Rs 0,MAHARASHTRA
,,,,,,~ 7 Lacs+,~ ,MAHARASHTRA
237,MUSMADE BHAUSAHEB JAGANNATH,IND,0,Literate,33,"Rs 28,550",Rs 0,MAHARASHTRA
,,,,,,~ 28 Thou+,~ ,MAHARASHTRA
238,NADE DYANESHWAR DAGDU,IND,0,8th Pass,28,"Rs 25,000",Rs 0,MAHARASHTRA
,,,,,,~ 25 Thou+,~ ,MAHARASHTRA
239,NAGDEOTE SEOCHANDRA SHALIKRAM,PRCP,0,Not Given,36,"Rs 6,000","Rs 2,01,601",MAHARASHTRA
,,,,,,~ 6 Thou+,~ 2 Lacs+,MAHARASHTRA
240,NAGMANI KISAN JAKKAN,IND,0,Not Given,40,"Rs 20,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Thou+,~ ,MAHARASHTRA
241,NAIK BABULAL RUPSING,BSP,0,Graduate,40,"Rs 3,90,000",Rs 0,MAHARASHTRA
,,,,,,~ 3 Lacs+,~ ,MAHARASHTRA
242,NAIK MANOHAR RAJUSING,NCP,0,Graduate,59,"Rs 5,63,07,131","Rs 10,53,024",MAHARASHTRA
,,,,,,~ 5 Crore+,~ 10 Lacs+,MAHARASHTRA
243,NARAYAN SATVAJI SURESHI,IND,0,Post Graduate,58,"Rs 10,54,023",Rs 0,MAHARASHTRA
,,,,,,~ 10 Lacs+,~ ,MAHARASHTRA
244,NARESH PUGLIA,INC,2,Graduate,55,"Rs 2,19,78,792","Rs 60,73,131",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 60 Lacs+,MAHARASHTRA
245,NARHIRE KALPANA RAMESH,SHS,5,10th Pass,34,"Rs 32,34,992","Rs 5,10,681",MAHARASHTRA
,,,,,,~ 32 Lacs+,~ 5 Lacs+,MAHARASHTRA
246,NASER NAHADI MAHMAD YAHYA NAHADI,SP,0,12th Pass,28,"Rs 19,800",Rs 0,MAHARASHTRA
,,,,,,~ 19 Thou+,~ ,MAHARASHTRA
247,NAVALE SOMNATH NANASAHEB,SVRP,0,12th Pass,28,"Rs 14,38,000","Rs 2,00,000",MAHARASHTRA
,,,,,,~ 14 Lacs+,~ 2 Lacs+,MAHARASHTRA
248,NAVNATH DASHRATH UPLEKAR,IND,0,8th Pass,52,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
249,NAYANA DHAWAD (PANDE),VJC,0,Doctorate,38,"Rs 45,000",Rs 0,MAHARASHTRA
,,,,,,~ 45 Thou+,~ ,MAHARASHTRA
250,NITIN DATTATRAYA JAGTAP,IND,9,Graduate,44,"Rs 40,71,500","Rs 2,00,000",MAHARASHTRA
,,,,,,~ 40 Lacs+,~ 2 Lacs+,MAHARASHTRA
251,OMPRAKASH ALIAS BACCHU BABARAOJI KADU,IND,1,Post Graduate,33,"Rs 3,75,000",Rs 0,MAHARASHTRA
,,,,,,~ 3 Lacs+,~ ,MAHARASHTRA
252,PACHARE PANDIT,IND,0,Post Graduate,42,"Rs 1,05,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
253,PARANJAPE PRAKASH VISHVANATH,SHS,0,Graduate,56,"Rs 59,05,573","Rs 13,82,266",MAHARASHTRA
,,,,,,~ 59 Lacs+,~ 13 Lacs+,MAHARASHTRA
254,PATEL SAIRABANO MOHAMMED,IND,1,Graduate,38,"Rs 60,000",Rs 0,MAHARASHTRA
,,,,,,~ 60 Thou+,~ ,MAHARASHTRA
255,PATHAK MOHAN DATTATRAYA,IND,0,Graduate,46,"Rs 2,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
256,PATIL DASHARATH DHARMAJI,SHS,1,8th Pass,39,"Rs 85,62,318","Rs 15,780",MAHARASHTRA
,,,,,,~ 85 Lacs+,~ 15 Thou+,MAHARASHTRA
257,Patil Prakashbapu Vasantdada,INC,0,Graduate,56,"Rs 3,56,35,000",Rs 0,MAHARASHTRA
,,,,,,~ 3 Crore+,~ ,MAHARASHTRA
258,PATIL RUPATAI DILIPRAO NILANGEKAR,BJP,0,10th Pass,47,"Rs 19,60,659","Rs 55,85,583",MAHARASHTRA
,,,,,,~ 19 Lacs+,~ 55 Lacs+,MAHARASHTRA
259,PATIL SANJAY SHAMRAO,IND,0,8th Pass,34,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
260,PATIL SHIVRAJ VISHWANATH,INC,1,Post Graduate,68,"Rs 4,22,69,841","Rs 38,55,985",MAHARASHTRA
,,,,,,~ 4 Crore+,~ 38 Lacs+,MAHARASHTRA
261,PATIL SHRINIWAS DADASAHEB,NCP,0,Post Graduate,63,"Rs 1,24,94,141",Rs 0,MAHARASHTRA
,,,,,,~ 1 Crore+,~ ,MAHARASHTRA
262,PATIL SURESH PANDURANG,HJP,0,Not Given,44,"Rs 16,000",Rs 0,MAHARASHTRA
,,,,,,~ 16 Thou+,~ ,MAHARASHTRA
263,PATIL UTTAMRAO DEORAOJI,INC,0,Graduate,58,"Rs 94,73,171","Rs 18,74,552",MAHARASHTRA
,,,,,,~ 94 Lacs+,~ 18 Lacs+,MAHARASHTRA
264,PATLE SHISHUPAL NATTHU,BJP,0,Graduate Professional,36,"Rs 11,84,050","Rs 12,000",MAHARASHTRA
,,,,,,~ 11 Lacs+,~ 12 Thou+,MAHARASHTRA
265,PATRAKAR SUNANDA PRAKASH MORE,PWPI,0,Graduate,45,"Rs 2,83,465",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
266,PAWAR GAJIRAM LAHANU,BSP,0,Graduate,51,"Rs 24,65,095",Rs 0,MAHARASHTRA
,,,,,,~ 24 Lacs+,~ ,MAHARASHTRA
267,PAWAR SAMBHAJI MARUTI,BSP,0,10th Pass,48,"Rs 58,51,000",Rs 0,MAHARASHTRA
,,,,,,~ 58 Lacs+,~ ,MAHARASHTRA
268,PAWAR SHARADCHANDRA GOVINDRAO,NCP,1,10th Pass,63,"Rs 4,48,14,206","Rs 13,301",MAHARASHTRA
,,,,,,~ 4 Crore+,~ 13 Thou+,MAHARASHTRA
269,PAWAR UTTAMSINGH RAJDHARSINGH,INC,0,Graduate,53,"Rs 58,14,176","Rs 34,22,028",MAHARASHTRA
,,,,,,~ 58 Lacs+,~ 34 Lacs+,MAHARASHTRA
270,PERIMAL JOHN BABURAO,IND,0,Literate,55,"Rs 20,26,000",Rs 0,MAHARASHTRA
,,,,,,~ 20 Lacs+,~ ,MAHARASHTRA
271,PINGALE DEVIDAS ANANDRAO,NCP,1,10th Pass,43,"Rs 1,97,57,718","Rs 56,07,433",MAHARASHTRA
,,,,,,~ 1 Crore+,~ 56 Lacs+,MAHARASHTRA
272,PIUS VARGHESE PULLIKOTTIL,IND,2,12th Pass,33,"Rs 29,503",Rs 0,MAHARASHTRA
,,,,,,~ 29 Thou+,~ ,MAHARASHTRA
273,PRABHATAI RAU,INC,0,Post Graduate,69,"Rs 98,83,244",Rs 0,MAHARASHTRA
,,,,,,~ 98 Lacs+,~ ,MAHARASHTRA
274,PRADIP TRIMBAK RAWAT,BJP,3,Graduate,48,"Rs 2,70,99,950","Rs 50,62,000",MAHARASHTRA
,,,,,,~ 2 Crore+,~ 50 Lacs+,MAHARASHTRA
275,PRAFUL PATEL,NCP,0,Graduate,47,"Rs 32,156",Rs 0,MAHARASHTRA
,,,,,,~ 32 Thou+,~ ,MAHARASHTRA
276,PRAKASH BHAURAO NIKALJE,IND,0,12th Pass,43,"Rs 5,30,000",Rs 0,MAHARASHTRA
,,,,,,~ 5 Lacs+,~ ,MAHARASHTRA
277,PRAVIN KAVTHEKAR (JIWA MAHALE),IND,0,Not Given,42,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
278,PRIN. MAHENDRA NATEKAR,IND,0,Graduate,64,"Rs 79,17,376","Rs 5,76,617",MAHARASHTRA
,,,,,,~ 79 Lacs+,~ 5 Lacs+,MAHARASHTRA
279,PRITHVIRAJ SAHEBRAO JACHAK,BJP,0,Others,46,"Rs 3,34,09,000","Rs 76,33,760",MAHARASHTRA
,,,,,,~ 3 Crore+,~ 76 Lacs+,MAHARASHTRA
280,PROF CHANDANSINGH PREMSINGH ROTELE,BSP,0,Not Given,46,"Rs 38,97,000",Rs 0,MAHARASHTRA
,,,,,,~ 38 Lacs+,~ ,MAHARASHTRA
281,PROF. ANANDRAO BHANUDAS DADAS,RSPS,0,Post Graduate,30,"Rs 6,25,000","Rs 71,000",MAHARASHTRA
,,,,,,~ 6 Lacs+,~ 71 Thou+,MAHARASHTRA
282,PROF. JOGENDRA KAWADE,PRBP,8,Post Graduate,60,"Rs 63,81,626","Rs 1,99,533",MAHARASHTRA
,,,,,,~ 63 Lacs+,~ 1 Lacs+,MAHARASHTRA
283,PROF. N. S. PHARANDE,BJP,0,Post Graduate,64,"Rs 27,40,541","Rs 23,41,299",MAHARASHTRA
,,,,,,~ 27 Lacs+,~ 23 Lacs+,MAHARASHTRA
284,PROF. TRIBHUVAN SAMPAT,IJP,0,Post Graduate,42,"Rs 31,02,000","Rs 6,10,991",MAHARASHTRA
,,,,,,~ 31 Lacs+,~ 6 Lacs+,MAHARASHTRA
285,PUKHRAJ CHUNNILAL JAIN,IND,0,10th Pass,48,"Rs 32,24,500",Rs 0,MAHARASHTRA
,,,,,,~ 32 Lacs+,~ ,MAHARASHTRA
286,PURUSHOTTAM DOMAJI BHAJGAWARE,IND,0,12th Pass,43,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
287,QURESHI MOHAMMAD IKHALAK MO. YUSUF,IND,0,10th Pass,46,"Rs 15,000",Rs 0,MAHARASHTRA
,,,,,,~ 15 Thou+,~ ,MAHARASHTRA
288,RAJ SINGH,IND,0,10th Pass,25,"Rs 25,000",Rs 0,MAHARASHTRA
,,,,,,~ 25 Thou+,~ ,MAHARASHTRA
289,RAJA DHALE,BBM,0,Post Graduate,63,"Rs 35,41,665","Rs 1,15,000",MAHARASHTRA
,,,,,,~ 35 Lacs+,~ 1 Lacs+,MAHARASHTRA
290,RAJA MOTIRAMJI SHAMBHARKAR,IND,0,Post Graduate,40,"Rs 55,000","Rs 30,000",MAHARASHTRA
,,,,,,~ 55 Thou+,~ 30 Thou+,MAHARASHTRA
291,RAJENDRA VAIDYA,BSP,3,Post Graduate,42,"Rs 20,46,030",Rs 0,MAHARASHTRA
,,,,,,~ 20 Lacs+,~ ,MAHARASHTRA
292,RAJESH B. DHARIA,IND,0,Graduate,43,"Rs 15,29,000",Rs 0,MAHARASHTRA
,,,,,,~ 15 Lacs+,~ ,MAHARASHTRA
293,RAJIV DESHPANDE,HEAP,0,Post Graduate,41,"Rs 9,60,000",Rs 0,MAHARASHTRA
,,,,,,~ 9 Lacs+,~ ,MAHARASHTRA
294,RAJPUT MANGALSING UKHARDU,IND,0,10th Pass,40,"Rs 11,29,222","Rs 2,50,000",MAHARASHTRA
,,,,,,~ 11 Lacs+,~ 2 Lacs+,MAHARASHTRA
295,RAM NAIK,BJP,0,Post Graduate,69,"Rs 1,12,02,006",Rs 0,MAHARASHTRA
,,,,,,~ 1 Crore+,~ ,MAHARASHTRA
296,RAMASARE (BACHHAN) YADAV,KKJHS,1,10th Pass,40,"Rs 2,90,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
297,RAMCHANDRA NARAYAN KACHAVE,KKJHS,0,Post Graduate,36,"Rs 1,26,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
298,RAMESH ROHIDAS NIRMAL,BSP,0,Graduate,39,"Rs 1,75,000","Rs 10,000",MAHARASHTRA
,,,,,,~ 1 Lacs+,~ 10 Thou+,MAHARASHTRA
299,RAMKRUSHNA BABA PATIL,INC,3,Literate,65,"Rs 80,69,316","Rs 29,900",MAHARASHTRA
,,,,,,~ 80 Lacs+,~ 29 Thou+,MAHARASHTRA
300,RAMMURTI KESHVRAO CHIMOTE,GGP,0,Literate,37,"Rs 89,567",Rs 0,MAHARASHTRA
,,,,,,~ 89 Thou+,~ ,MAHARASHTRA
301,RAMNAYAK TIWARI,Akhil Bharatiya Jan Sangh,0,12th Pass,38,"Rs 75,000","Rs 4,200",MAHARASHTRA
,,,,,,~ 75 Thou+,~ 4 Thou+,MAHARASHTRA
302,RAMSING BOOTPOLISHWALA,IND,0,Illiterate,31,"Rs 6,15,200",Rs 0,MAHARASHTRA
,,,,,,~ 6 Lacs+,~ ,MAHARASHTRA
303,RATHOD HARISING NASARU,BJP,0,Graduate,50,"Rs 38,01,000","Rs 9,45,123",MAHARASHTRA
,,,,,,~ 38 Lacs+,~ 9 Lacs+,MAHARASHTRA
304,RATHOD SANJAYKUMAR TULSHIRAM,BBM,0,Graduate,26,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
305,RAUT DEORAO JAGANNATH,IND,0,Post Graduate,52,"Rs 3,65,000","Rs 24,000",MAHARASHTRA
,,,,,,~ 3 Lacs+,~ 24 Thou+,MAHARASHTRA
306,RAUT JAGANNATHRAO NILKANTHRAO,SVRP,0,Graduate,44,"Rs 1,30,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
307,RAUT VITTHAL KUNDLIK,IND,0,Illiterate,60,"Rs 5,74,850",Rs 70,MAHARASHTRA
,,,,,,~ 5 Lacs+,~ ,MAHARASHTRA
308,RAWAT PRAMILA,IND,0,8th Pass,44,"Rs 20,857",Rs 0,MAHARASHTRA
,,,,,,~ 20 Thou+,~ ,MAHARASHTRA
309,RUMALE TUKARAM DHONDIBA,PRCP,0,Graduate,45,"Rs 1,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
310,S. WAHIDDODDIN S. KARIMODDIN,IND,0,Literate,39,"Rs 70,000",Rs 100,MAHARASHTRA
,,,,,,~ 70 Thou+,~ 1 Hund+,MAHARASHTRA
311,SANJAY NIRUPAM,SHS,1,Graduate,39,"Rs 51,48,226",Rs 0,MAHARASHTRA
,,,,,,~ 51 Lacs+,~ ,MAHARASHTRA
312,SANJAY SAOJI DESHPANDE,HJP,0,10th Pass,36,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
313,SARODE ARUN KONDIBA,IND,0,Post Graduate,51,"Rs 6,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 6 Lacs+,~ ,MAHARASHTRA
314,SARVADE RAHUL VITTHALRAO,BSP,0,Graduate,Unknown,"Rs 45,000",Rs 0,MAHARASHTRA
,,,,,,~ 45 Thou+,~ ,MAHARASHTRA
315,SAU. ANITA PARMESHWAR GAWAI,Ambedkarist Republican Party,0,10th Pass,34,"Rs 14,47,000",Rs 0,MAHARASHTRA
,,,,,,~ 14 Lacs+,~ ,MAHARASHTRA
316,SAYYAD MUSHTAK AHMED,IND,0,Post Graduate,29,"Rs 1,80,826",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
317,SEMALKAR RONYA CHHOTELAL,BSP,0,Not Given,51,"Rs 76,200",Rs 0,MAHARASHTRA
,,,,,,~ 76 Thou+,~ ,MAHARASHTRA
318,SHAHAJI DHONDIBA THORAT,IND,0,Literate,40,"Rs 1,96,000","Rs 1,50,000",MAHARASHTRA
,,,,,,~ 1 Lacs+,~ 1 Lacs+,MAHARASHTRA
319,SHAIKH (TAMBOLI) WAHIDA MAHEBOOBPASHA,BSP,0,Post Graduate,37,"Rs 2,35,000",Rs 0,MAHARASHTRA
,,,,,,~ 2 Lacs+,~ ,MAHARASHTRA
320,SHAIKH AKHIL SHAIKH RAHIM,National Loktantrik Party,0,8th Pass,36,"Rs 6,10,000",Rs 0,MAHARASHTRA
,,,,,,~ 6 Lacs+,~ ,MAHARASHTRA
321,SHAIKH AKHIL USMAN,IND,0,5th Pass,39,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
322,SHAIKH FATEH MOHAMMAD,IND,0,Literate,45,"Rs 16,97,940",Rs 0,MAHARASHTRA
,,,,,,~ 16 Lacs+,~ ,MAHARASHTRA
323,SHAIKH FEROJ ALI,IND,0,Graduate,43,"Rs 2,23,000","Rs 6,00,000",MAHARASHTRA
,,,,,,~ 2 Lacs+,~ 6 Lacs+,MAHARASHTRA
324,SHAIKH IBRAHIM HUSAIN,IND,0,Literate,48,"Rs 21,000",Rs 0,MAHARASHTRA
,,,,,,~ 21 Thou+,~ ,MAHARASHTRA
325,SHAIKH KALIM ALLAHBAKSHA,IND,0,8th Pass,28,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
326,SHAIKH MOIN SHAIKH JAFAR,IND,0,Not Given,48,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
327,SHAIKH MUKIM AHEMAD ABDUL RASHID,SP,0,Graduate,37,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
328,SHAIKH RIYAJ FAJALODDIN,IND,0,Graduate,51,"Rs 60,000","Rs 1,22,000",MAHARASHTRA
,,,,,,~ 60 Thou+,~ 1 Lacs+,MAHARASHTRA
329,SHAIKH SALIM KHAIRODIN,IND,0,Literate,48,"Rs 50,000",Rs 0,MAHARASHTRA
,,,,,,~ 50 Thou+,~ ,MAHARASHTRA
330,SHAIKH SAMAD ABDUL SALAM,IND,0,8th Pass,30,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
331,SHAIKH USMAN HUSSAIN,IND,0,Not Given,67,Nil,Rs 0,MAHARASHTRA
,,,,,,,~ ,MAHARASHTRA
332,SHAIKH YAKUB SK. HUSSAIN ANSARI,BMSM,0,Graduate,54,"Rs 10,00,000","Rs 5,57,000",MAHARASHTRA
,,,,,,~ 10 Lacs+,~ 5 Lacs+,MAHARASHTRA
333,SHANKARRAO BALKRISHNA KHEDKAR (MALI),IND,0,Literate,62,"Rs 37,47,000","Rs 69,000",MAHARASHTRA
,,,,,,~ 37 Lacs+,~ 69 Thou+,MAHARASHTRA
334,SHEKH MUKIM AHAMAD ABDUL RASHID,SP,0,Graduate,37,"Rs 1,00,000",Rs 0,MAHARASHTRA
,,,,,,~ 1 Lacs+,~ ,MAHARASHTRA
335,SHEKHAR VAISHNAV,IND,0,Post Graduate,34,"Rs 34,56,200",Rs 0,MAHARASHTRA
,,,,,,~ 34 Lacs+,~ ,MAHARASHTRA
336,SHINDE BABASAHEB,IND,0,Not Given,45,"Rs 2,82,043","Rs 96,457",MAHARASHTRA
,,,,,,~ 2 Lacs+,~ 96 Thou+,MAHARASHTRA
337,SHINDE SACHIN NANA,IND,0,Not Given,33,"Rs 6,33,000","Rs 35,000",MAHARASHTRA
,,,,,,~ 6 Lacs+,~ 35 Thou+,MAHARASHTRA
338,SHINGADA DAMODAR BARKU,INC,0,10th Pass,50,"Rs 86,57,109",Rs 0,MAHARASHTRA
,,,,,,~ 86 Lacs+,~ ,MAHARASHTRA
